ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",204457,10,60
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,204457,7,98
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,204457,10,222
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,204457,9,99
0316969680,The Beach House,James Patterson,2002,"Little, Brown",204457,8,61
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,204457,8,143
0440214041,The Pelican Brief,John Grisham,1993,Dell,204457,9,316
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,204457,9,126
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,204457,8,151
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,204457,8,148
0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,204457,10,83
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,204457,8,159
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,204457,8,186
0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,204457,9,116
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,204457,9,106
0451197399,The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book,204457,8,52
006109921X,Up Island: A Novel,Anne Rivers Siddons,1998,HarperTorch,204457,10,57
0451197399,The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book,204946,8,52
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,205473,10,99
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,205473,9,182
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,205473,9,65
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,205473,10,143
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,205473,8,203
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,205473,9,115
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,205473,10,106
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,205473,10,129
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,206074,9,172
0142001740,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,206074,4,305
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,206074,7,158
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,206074,7,135
074343627X,Dreamcatcher,Stephen King,2001,Pocket,206074,10,96
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,206074,8,109
0345441036,Black House,Stephen King,2002,Ballantine Books,206074,7,51
0345444884,The Talisman,STEPHEN KING,2001,Ballantine Books,206074,8,53
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,206891,7,56
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),206891,6,67
0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,206891,7,55
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,206979,10,239
0142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books,206979,9,93
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,207721,10,135
0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,207721,10,61
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,208141,10,101
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,208141,9,141
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,208141,10,115
0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,208141,9,116
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,208141,10,111
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,208141,9,202
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,208141,5,96
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,208406,9,135
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,208406,9,281
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,208406,10,122
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,208406,8,178
0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass,208406,9,60
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,208406,7,84
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,208406,8,198
0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,208406,8,159
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,208406,7,127
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,208406,8,80
0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,208406,10,116
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,208406,10,202
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,208406,10,122
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,208406,8,183
0553263226,The Bourne Supremacy,Robert Ludlum,1987,Bantam,208406,9,66
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,208406,9,51
0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",208815,8,174
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,208815,10,156
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,208815,10,285
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,208815,10,115
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,208815,10,179
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,208815,10,202
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,208815,10,122
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,208815,10,103
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,208815,10,92
0842329269,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers,208815,10,59
0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,208815,10,74
0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday,208829,10,69
0385511612,Bleachers,John Grisham,2003,Doubleday,208829,6,77
0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,208829,8,58
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,208829,7,156
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),208829,10,96
0385472951,The Partner,John Grisham,1997,Doubleday Books,208829,10,60
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,208829,5,98
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,208829,9,371
037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA,208829,7,96
0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,208829,10,59
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,208829,9,156
0446516538,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books,208829,8,102
0440214041,The Pelican Brief,John Grisham,1993,Dell,208829,10,316
0385424736,The Rainmaker,John Grisham,1995,Doubleday Books,208829,10,60
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,208829,10,154
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,208829,10,101
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,208829,8,158
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,208829,10,225
0440213525,The Client,John Grisham,1994,Dell Publishing Company,208829,10,226
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,208829,9,99
0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,208829,7,126
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,208829,10,262
0451183665,A Case of Need,Michael Crichton,1994,Signet Book,208829,5,112
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,208829,6,172
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,208829,9,72
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,208829,5,79
0380728133,Bloodsucking Fiends: A Love Story,Christopher Moore,1996,Perennial,208829,10,52
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,208829,10,76
0380710722,It's Always Something,Gilda Radner,1990,Avon,208829,7,71
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,208829,10,148
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday,208829,7,59
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,208829,8,116
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,208907,10,173
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,208907,10,79
0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,209373,8,208
0671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star,209373,9,291
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,209373,10,422
0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,209373,6,87
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,209373,8,371
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,209373,8,281
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,209373,7,83
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,209373,7,106
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,209373,8,156
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,209373,8,156
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,209373,6,209
0440214041,The Pelican Brief,John Grisham,1993,Dell,209373,7,316
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,209373,8,135
0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,209373,7,96
0375504397,Black House,Stephen King,2001,Random House Trade,209373,10,56
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,209373,9,77
067102423X,Bag of Bones,Stephen King,1999,Pocket,209373,8,91
0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,209373,7,59
0345391055,Disclosure,Michael Crichton,1994,Ballantine Books,209373,8,152
0440241073,The Summons,John Grisham,2002,Dell Publishing Company,209373,6,192
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,209373,7,60
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,209373,7,93
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,209373,7,76
0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,209373,9,70
0451137965,Thinner,Stephen King,1985,New Amer Library,209373,9,60
0553583441,Touching Evil,Kay Hooper,2001,Bantam Books,209373,7,71
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,209536,7,127
0671004107,Contact,Carl Sagan,1997,Pocket,209536,10,90
0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,Bantam,209536,10,55
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,209631,7,87
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,209631,8,166
0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner,209631,7,93
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,209631,9,65
0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,209631,8,109
0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books,209631,6,71
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,209631,8,66
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,209756,6,197
0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,209756,5,247
0515128554,Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,209756,5,111
0440224675,Hannibal,Thomas Harris,2000,Dell Publishing Company,209756,5,183
0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket,209756,6,67
0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,209756,6,77
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,209756,8,174
0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books,209756,7,78
1559029838,Call of the Wild,Jack London,1997,Selldowns/no More Orders,209756,6,122
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,209756,8,191
0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,209756,6,151
080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books,209756,4,57
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,209756,5,123
0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,209756,7,114
0525946829,Quentins,Maeve Binchy,2002,Dutton Books,209756,8,51
044022103X,One True Thing,Anna Quindlen,1995,Dell,209756,5,113
0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,209756,5,107
0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,209756,5,63
0440223202,Evening Class,Maeve Binchy,1998,Dell Publishing Company,209756,8,97
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,209756,10,51
0312971125,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,209756,5,88
0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book,209756,5,58
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,209875,8,144
0671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star,209875,9,291
0671027387,Deception Point,Dan Brown,2002,Pocket,209875,9,119
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,209875,7,230
0440213525,The Client,John Grisham,1994,Dell Publishing Company,209875,8,226
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,209875,9,83
0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,210485,7,104
0345378490,Congo,Michael Crichton,1995,Ballantine Books,210485,7,170
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,210485,9,99
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday,210485,10,53
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,210485,9,109
0142001740,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,210485,9,305
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",210485,8,555
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,210485,8,328
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,210485,9,173
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,210485,6,197
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,210485,8,422
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,210485,8,79
0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,210485,10,76
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,210485,10,91
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,210485,8,222
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,210485,8,281
038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta,210485,8,54
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,210485,10,233
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,210485,9,119
0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,210485,9,56
0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company,210485,6,268
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,210485,8,84
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,210485,8,106
1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books,210485,8,81
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,210485,7,165
0802139256,Peace Like a River,Leif Enger,2002,Grove Press,210485,8,61
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,210485,9,225
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,210485,7,128
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,210485,9,141
0451203895,4 Blondes,Candace Bushnell,2002,Signet Book,210485,1,101
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,210485,9,190
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,210485,8,103
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,210485,7,137
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,210485,6,262
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,210485,8,80
0671004530,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,210485,6,101
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,210485,9,135
0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,210485,10,68
0452280621,Beloved,Toni Morrison,1998,Plume Books,210485,7,69
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,210485,9,125
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,210485,9,92
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,210485,8,106
0446604844,Total Control,David Baldacci,1997,Warner Books,210485,5,54
0345441036,Black House,Stephen King,2002,Ballantine Books,210485,8,51
0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,210485,9,70
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,210485,7,100
0671743058,Boy's Life,Robert McCammon,1992,Pocket,210485,10,60
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,210485,9,96
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,210485,8,67
0671693816,Wifey,Judy Blume,1989,Pocket,210485,6,86
0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,210485,5,84
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,210822,6,78
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,210822,8,285
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,210822,7,79
0440236738,Gone for Good,HARLAN COBEN,2003,Dell,210822,7,65
0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon,210822,7,59
0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,210822,7,114
0345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,210822,6,54
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",210959,5,555
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial,210959,10,93
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,210959,5,198
0375703764,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books,210959,10,57
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,210959,8,262
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,210959,8,159
0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group,210959,3,69
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,210959,8,59
0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,210959,8,70
0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,211426,9,108
0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",211426,10,174
0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,211426,7,242
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,211426,10,206
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,211426,9,125
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,211426,10,73
080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books,211426,7,170
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,211426,8,182
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,211426,8,143
0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision,211426,8,91
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,211426,8,296
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,211426,10,165
0671617028,The Color Purple,Alice Walker,1985,Pocket Books,211426,9,94
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,211426,10,101
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,211426,10,127
0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,211426,8,69
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam,211426,9,95
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,211426,10,115
0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,211426,7,80
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,211426,7,80
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,211426,9,174
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,211426,10,111
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,211426,10,63
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,211426,7,121
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,211426,10,96
0553260960,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1986,Bantam Books,211426,6,56
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,211426,8,59
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,211426,10,96
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,211426,8,77
0156028778,The Crimson Petal and the White,Michel Faber,2003,Harvest Books,211426,8,66
0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin,211426,8,60
0553569058,The Robber Bride,Margaret Atwood,1995,Bantam,211430,8,69
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,211430,7,160
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,211430,9,137
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,211430,9,335
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,211430,8,137
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,211430,9,79
0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial,211430,9,171
0375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books,211430,7,117
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,211430,9,77
044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,211460,10,54
0151008116,Life of Pi,Yann Martel,2002,Harcourt,212088,9,90
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,212088,10,179
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,212088,10,115
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,212088,10,202
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,212088,10,103
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,212645,8,145
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,213255,8,335
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,213255,8,174
0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday,213255,9,75
